vidName,stimSet,subName,description
Pets-walkingDog2,Set2,Sub6,Walking his dog. 
Cardio-spinning2,Set2,Sub6,People are in a spin class. 
GroomingOneself-brushHair2,Set2,Sub6,Is brushing their hair while sitting on a bed. 
Groceries-groceryShopping2,Set2,Sub6,A little girl and her mom are waiting for her groceries to be rung up. 
Dancing-modernDance2,Set2,Sub6,10 women dance. 
FoodDrink-sautee2,Set2,Sub6,A soft song. Hand on a stove. 
TV-watchingTV2,Set2,Sub6,Someone is watching reality tv. 
FoodDrink-rollingDough2,Set2,Sub6,Somebody is rolling out dough with a rolling pin on a wooden surface. 
Garden-gardening2,Set2,Sub6,An old man is planting a plants into some soil. 
Basketball-basketball2,Set2,Sub6,Basketball players are watching another basketball player throw a ball into the hoop. 
Crafts-knitting2,Set2,Sub6,Somebody is knitting using their fingers. 
IntClean-dustingTable2,Set2,Sub6,Someone is cleaning their cutting board. 
Walk-walk2,Set2,Sub6,Twomad wearing suits are leaving a.  big building. 
Dancing-ballroomDancing2,Set2,Sub6,A couple. Ballroom dancing. 
Dressing-puttingOnShoes2,Set2,Sub6,A woman. Ring on her shoe while sitting on the stairs. 
Yoga-yoga2,Set2,Sub6,A woman is doing yoga. 
IntClean-vacuuming2,Set2,Sub6,Summer. Is vacuuming the floor which has paper shreds on it. 
EatDrink-eating2,Set2,Sub6,A man choose. 
Aerobics-aerobics2,Set2,Sub6,Five women are in an exercise dance class. 
CaringChildren-babyCrawling2,Set2,Sub6,A baby crawls over to some toys with a pacifier in its mouth. 
Garden-wateringPlants2,Set2,Sub6,Watering plants the flowers are pink and the leaves are green and they are in a orange pot. 
Social-talk2,Set2,Sub6,Amanda's talking to the camera. 
Games-playingBilliards2,Set2,Sub6,Someone shoots 5 pool balls in a row into their sockets. 
Social-shakeHands2,Set2,Sub6,One man shakes hands with another man who is seeded. 
GroomingOneself-applyingMakeup2,Set2,Sub6,A woman is putting on her makeup. 
Wash-wash2,Set2,Sub6,Somebody is washing your hands with soap. 
Bike-bike2,Set2,Sub6,An old man is riding his bike. 
CaringChildren-playingPlayground2,Set2,Sub6,Girl slides down a blue slide. 
KitchenClean-washingDishes2,Set2,Sub6,Someone is washing your dishes. 
Pets-brushingCat2,Set2,Sub6,Cat is brushed. 
HealthSelfCare-swallowPills2,Set2,Sub6,A young girl is drinking blue gatorade. 
Golf-golf2,Set2,Sub6,Man is golfing. 
Write-writing2,Set2,Sub6,Somebody is writing down.  stuff on a piece of paper. 
Phone-calling2,Set2,Sub6,A man wearing glasses answers the phone. 
Run-running2,Set2,Sub6,Marathon runners wearing purple and orange are running. 
Crafts-painting2,Set2,Sub6,Eman is painting the sky. 
FoodDrink-stirring2,Set2,Sub6,Woman is whisking.  her batter. 
Garden-mowingLawn2,Set2,Sub6,A man lawn mows his yard. 
GroomingOneself-shaving2,Set2,Sub6,An older man is shaving his beard. 
FoodDrink-grilling2,Set2,Sub6,Someone is cooking steak on a grill. 
Pets-playingDog2,Set2,Sub6,An old man is petting his golden retriever. 
TV-watchingTV1,Set1,Sub7,An old man is watching tv and a green armchair. 
GroomingOneself-shaving1,Set1,Sub7,A man is shaving with a razor his beard in the mirror. 
CaringChildren-playingPlayground1,Set1,Sub7,Child is going down a slide in park. 
IntClean-vacuuming1,Set1,Sub7,Someone is vacuuming a rug. 
FoodDrink-bakingCookies1,Set1,Sub7,Someone is rolling a cookie dough. 
RacquetSports-playingtennis1,Set1,Sub7,Someone is playing tennis in an indoor tennis court. 
Garden-gardening1,Set1,Sub7,Amman. Gardening he's pulling out a weed. 
Basketball-Basketball1,Set1,Sub7,Is playing basketball and shooting a ball into the basketball hoop. 
CaringChildren-babyCrawling1,Set1,Sub7,A baby is crawling across the rug. 
Dancing-modernDance1,Set1,Sub7,A couple has dancing contemporary dance on stage. 
Crafts-painting1,Set1,Sub7,Someone is painting blue paint onto a canvas. 
Soccer-playingSoccer1,Set1,Sub7,Someone is taking a penalty kick and he didn't get it in the goal. 
Aerobics-aerobics1,Set1,Sub7,Two women are working out together and sportswear and a large white room. 
GroomingOneself-applyingMakeup1,Set1,Sub7,A girl is putting eyeshadow on her eyes. 
KitchenClean-washingDishes1,Set1,Sub7,Someone is cleaning a pot with soap water. 
Dressing-tyingTie1,Set1,Sub7,Teaching you how to tie a knot. 
Garden-mowingLawn1,Set1,Sub7,Someone is mowing the lawn with a honda lawn mower it's a large lawn. 
Weights-weights1,Set1,Sub7,Someone is working out with a weight. 
Pets-brushingCat1,Set1,Sub7,Someone. Brushing their cat who's lying down. 
Laundry-laundry1,Set1,Sub7,Someone is putting their laundry into laundry machine. 
Write-writing1,Set1,Sub7,Someone is taking notes in a notebook. 
Dressing-puttingOnShoes1,Set1,Sub7,Someone is trying to take off a knee high leather black boots. 
FoodDrink-sautee1,Set1,Sub7,Someone. Cooking onions in a pot. 
Games-playingbilliards1,Set1,Sub7,Someone is playing pool.  the first one is white. 
Bike-bike1,Set1,Sub7,A bicycle. 
EatDrink-eating1,Set1,Sub7,Is eating a snack and wearing a large hat. 
Sleeping-sleep1,Set1,Sub7,A man just woke up and he was sleeping in bed. 
GroomingOneself-brushHair1,Set1,Sub7,A woman is brushing her hair.  straight hair. 
Pets-playingDog1,Set1,Sub7,Someone. Watching their dog to jump onto a large crate. 
Golf-golf1,Set1,Sub7,A man is playing golf and he just hit the ball. 
Phone-calling1,Set1,Sub7,Someone is talking on the phone he looks like he's from key and peele. 
Cardio-spinning1,Set1,Sub7,Water is. 
Social-laughing1,Set1,Sub7,Amman. Laughing.  in a dark room. 
Garden-wateringPlants1,Set1,Sub7,A woman is watering her plants. 
FoodDrink-rollingDough1,Set1,Sub7,Someone is rolling out dough.  looks like it's for a pizza. 
Crafts-knitting1,Set1,Sub7,Someone is knitting. 
HealthSelfCare-swallowPills1,Set1,Sub7,A woman is eating a pill with water. 
Wash-wash1,Set1,Sub7,Someone is washing their hands with soap in a sink. 
FoodDrink-chopping1,Set1,Sub7,Someone is chopping carrots very thinly. 
EatDrink-drinking1,Set1,Sub7,A woman whose with brown hair is drinking tea. 
Computer-computer1,Set1,Sub7,A man is typing on a computer. 
Games-videoGames1,Set1,Sub7,Two guys are playing video games really excitedly. 
FoodDrink-stirring1,Set1,Sub7,Someone is baking with sugar and butter in a large white bowl. 
FoodDrink-grilling1,Set1,Sub7,Someone. Is cooking steak on a grill. 
Travel-driving1,Set1,Sub7,A man is driving he's inside a car. 
Yoga-yoga1,Set1,Sub7,A woman is doing a yoga pose in her house. 
GroomingOneself-brushingTeeth1,Set1,Sub7,A boy is brushing his teeth. 
IntClean-moppingfloor1,Set1,Sub7,Amman. Mopping the floor. 
Dancing-ballroomDancing1,Set1,Sub7,A couple. Dancing on stage the woman is wearing a white shirt and there's another couple. 
Social-talk1,Set1,Sub7,A woman is explaining.  i'm saying probably a baking video. 
Social-shakeHands1,Set1,Sub7,Two men are shaking hands over a punch bowl at an event it looks old. 
HealthSelfCare-bandaid1,Set1,Sub7,Someone is peeling off a band-aid wrapper to put on their finger. 
Dressing-buttoningShirt1,Set1,Sub7,Someone is buttoning their shirt.  pat's flannel. 
Walk-walk1,Set1,Sub7,The red shirt is walking down the street a woman in front of her as blond. 
Pets-walkingdog1,Set1,Sub7,A man is walking a dog he's wearing a brown leather jacket. 
Groceries-groceryShopping1,Set1,Sub7,Woman is shopping in a grocery store walking down the aisle with a car. 
FoodDrink-Pour1,Set1,Sub7,Man is pouring wine into a wine glass. 
IntClean-dustingTable1,Set1,Sub7,Showing us how to clean the table with a yellow cloth it's a wooden table. 
Reading-reading1,Set1,Sub7,Someone is reading a book next to a window above a parking lot. 
Run-running1,Set1,Sub7,A man. A blue shirt is jogging down the street. 
Computer-computer2,Set2,Sub8,Amanda's typing on a keyboard. 
Laundry-laundry2,Set2,Sub8,Somebody is doing laundry and pouring the soap into the washer. 
Social-laughing2,Set2,Sub8,A young boy is laughing. 
Reading-reading2,Set2,Sub8,Boy reading a book in a library. 
FoodDrink-chopping2,Set2,Sub8,A hand is chopping a green vegetable. 
Games-videoGames2,Set2,Sub8,Older man is playing a video game with a controller. 
FoodDrink-bakingCookies2,Set2,Sub8,Somebody is creating some food with their hands. 
HealthSelfCare-bandaid2,Set2,Sub8,What is putting a band-aid on. 
GroomingOneself-brushingTeeth2,Set2,Sub8,I'm somebody's amanda's brushing their teeth. 
Sleep-sleep2,Set2,Sub8,Girl napping in a chair. 
RacquetSports-playingTennis2,Set2,Sub8,People playing tennis hitting drop shot. 
Soccer-playingSoccer2,Set2,Sub8,I'm a soccer match somebody kicks a goal but misses. 
Travel-driving2,Set2,Sub8,A man is driving and you can see the air the car. 
Weights-weights2,Set2,Sub8,A shirtless. Does lifting weights. 
Dressing-buttoningShirt2,Set2,Sub8,Someone is burning their shirt. 
IntClean-moppingFloor2,Set2,Sub8,Man is mopping the floor. 
FoodDrink-Pour2,Set2,Sub8,Summit. Pouring milk into tea. 
EatDrink-drinking2,Set2,Sub8,A young girl is drinking water out of a cup. 
Dressing-tyingTie2,Set2,Sub8,A man is putting his tie on. 
Pets-walkingDog2,Set2,Sub8,A man is walking his dog on the sidewalk. 
Cardio-spinning2,Set2,Sub8,A group of women and man are exercising in a workout class on bikes. 
GroomingOneself-brushHair2,Set2,Sub8,Someone is brushing their hair while sitting on a bed. 
Groceries-groceryShopping2,Set2,Sub8,A young girl is standing at a grocery checkout. 
Dancing-modernDance2,Set2,Sub8,A man and a woman are dancing on a stage. 
FoodDrink-sautee2,Set2,Sub8,Someone is frying and cooking food on a stove. 
TV-watchingTV2,Set2,Sub8,Somebody is watching our tv show. 
FoodDrink-rollingDough2,Set2,Sub8,Someone is kneading dough. 
Garden-gardening2,Set2,Sub8,A man is digging a hole and planting a flower. 
Basketball-basketball2,Set2,Sub8,Two two men are playing. A group of men are playing basketball. 
Crafts-knitting2,Set2,Sub8,Are two hands are needing something with pink material. 
IntClean-dustingTable2,Set2,Sub8,A woman. Is cleaning some sort of wood surface. 
Walk-walk2,Set2,Sub8,Two men are walking together in the night down the street. 
Dancing-ballroomDancing2,Set2,Sub8,A woman and a man are dancing on a stage. 
Dressing-puttingOnShoes2,Set2,Sub8,A woman is putting sneakers on while sitting on the stairs. 
Yoga-yoga2,Set2,Sub8,A woman is doing yoga. 
IntClean-vacuuming2,Set2,Sub8,Somebody is vacuuming scrapes of paper. 
EatDrink-eating2,Set2,Sub8,A man is chewing and we see his face. 
Aerobics-aerobics2,Set2,Sub8,A group of women are exercising in a workout video. 
CaringChildren-babyCrawling2,Set2,Sub8,A baby is crawling on the floor towards some toys. 
Garden-wateringPlants2,Set2,Sub8,Somebody is watering a green and pink plant with a cat. 
Social-talk2,Set2,Sub8,A man is talking to the screen. 
Games-playingBilliards2,Set2,Sub8,Someone is playing pool and getting the blue ball into the pocket. 
Social-shakeHands2,Set2,Sub8,I'm too somebody shaking hands on a porch. 
GroomingOneself-applyingMakeup2,Set2,Sub8,A woman is applying makeup with a brush. 
Wash-wash2,Set2,Sub8,We see. Gems that are. Somebody is washing their hands with soap and water. 
Bike-bike2,Set2,Sub8,A man is by bicycling on the road. 
CaringChildren-playingPlayground2,Set2,Sub8,A young girl is going down a slide. 
KitchenClean-washingDishes2,Set2,Sub8,I'm somebody's doing the dishes. 
Pets-brushingCat2,Set2,Sub8,Somebody is brushing a cat's fur. 
HealthSelfCare-swallowPills2,Set2,Sub8,A woman is drinking and taking a pill. 
Golf-golf2,Set2,Sub8,A man is hitting a golf swing. 
Write-writing2,Set2,Sub8,Someone is writing with a pencil on a sheet of paper. 
Phone-calling2,Set2,Sub8,A man is talking on a phone. 
Run-running2,Set2,Sub8,A group of men are running in perhaps a marathon. 
Crafts-painting2,Set2,Sub8,A man is painting on the walls. 
FoodDrink-stirring2,Set2,Sub8,A woman is whisking a batter in a metal bowl. 
Garden-mowingLawn2,Set2,Sub8,Someone is mowing a lawn. 
GroomingOneself-shaving2,Set2,Sub8,A man is shaving his beard. 
FoodDrink-grilling2,Set2,Sub8,Cooking steak and flipping it over. 
Pets-playingDog2,Set2,Sub8,A dog is running to a man with a treat. 
Computer-computer2,Set2,Sub9,Man types on keyboard at home. 
Laundry-laundry2,Set2,Sub9,Doing laundry pouring detergent on clothes. 
Social-laughing2,Set2,Sub9,Little boy laughs out loud. 
Reading-reading2,Set2,Sub9,Boy reads in library. 
FoodDrink-chopping2,Set2,Sub9,Cutting green vegetable. 
Games-videoGames2,Set2,Sub9,Father plays video games xbox. 
FoodDrink-bakingCookies2,Set2,Sub9,Woman makes pastries stuffed pastries. 
HealthSelfCare-bandaid2,Set2,Sub9,Man cuts plaster on left index finger. 
GroomingOneself-brushingTeeth2,Set2,Sub9,Teeth.  brushing teeth. 
Sleep-sleep2,Set2,Sub9,A girl sleeps a girl falls asleep. 
RacquetSports-playingTennis2,Set2,Sub9,Tennis match very close point. 
Soccer-playingSoccer2,Set2,Sub9,Unsuccessful penalty kick at soccer match. 
Travel-driving2,Set2,Sub9,Mom drives.  with anxious facial expressions. 
Weights-weights2,Set2,Sub9,Muscle man lifts weights. 
Dressing-buttoningShirt2,Set2,Sub9,Stunning black shirt. 
IntClean-moppingFloor2,Set2,Sub9,Man mops floor lazily. 
FoodDrink-Pour2,Set2,Sub9,Putting milk in tea. 
EatDrink-drinking2,Set2,Sub9,Girl drinks from blue cup. 
Dressing-tyingTie2,Set2,Sub9,Thai.  man ties time. 
Pets-walkingDog2,Set2,Sub9,9 in jeans walks dog on sidewalk. 
Cardio-spinning2,Set2,Sub9,A group of women work out at a gym cycling indoors. 
GroomingOneself-brushHair2,Set2,Sub9,Girl brushes her black hair on her bed. 
Groceries-groceryShopping2,Set2,Sub9,At a.  a girl at a supermarket watches a cashier scan cans. 
Dancing-modernDance2,Set2,Sub9,Man and woman dance in tight clothes. 
FoodDrink-sautee2,Set2,Sub9,Onions.  are potatoes. 
TV-watchingTV2,Set2,Sub9,Watching game show on tv. 
FoodDrink-rollingDough2,Set2,Sub9,Platinum pastry with rolling pin. 
Garden-gardening2,Set2,Sub9,Man.  digs plants sapling of tree. 
Basketball-basketball2,Set2,Sub9,Practicing shots.  basketball training.  in indoor gym. 
Crafts-knitting2,Set2,Sub9,Sewing with pink thread. 
IntClean-dustingTable2,Set2,Sub9,Wiping crumbs. 
Walk-walk2,Set2,Sub9,Two friends walk maybe on a campus. 
Dancing-ballroomDancing2,Set2,Sub9,Man and woman dance on tv show with neon lights. 
Dressing-puttingOnShoes2,Set2,Sub9,Putting on shoes.  woman putting on shoes maybe black vans. 
